title,link,description
Senior Data Analyst - Product,https://www.remoterocketship.com/company/hopskipdrive/jobs/senior-data-analyst-product-united-states,"•Partner closely with business stakeholders from safety, marketing, sales, product, customer success and/or finance to solve key business challenges
•Create beautiful and informative visualizations and dashboards
•Perform in-depth statistical analyses to understand and predict customer and CareDriver behavior and product performance
•Design and execute data-driven experiments for product optimization
•Build and maintain high quality data sources to enable flexible scalable analytics and data products
•Identify actionable insights that positively impact revenue and reduce costs •4+ years in a data-intensive, analyst role at a technology company
•Sound knowledge of analytical and statistical methods
•Expert with dashboarding tools (Tableau preferred); on-the-job experience using Python/ R to manipulate and explore data, perform analysis and create visualizations
•Fluent in complex SQL queries on big data sets; able to create performant data models; experience with Snowflake and dbt a plus
•Excellent written and verbal communication skills
•Analytically-minded with the ability to understand true business needs behind requests
•Collaborative problem-solving skills with an entrepreneurial attitude and results-oriented mind set •Equity options
•Flexible vacation
•Medical, dental, vision, and life insurance
•401(k)
•FSA"
Data Analyst III - Healthcare Analytics,https://www.remoterocketship.com/company/centene/jobs/data-analyst-iii-healthcare-analytics-united-states,"• Analyze integrated and extensive datasets to extract value, which directly impacts and influences business decisions
• Work collaboratively with key business stakeholders to identify areas of value, develop solutions, and deliver insights to reduce overall cost of care for members and improve their clinical outcomes
• Interpret and analyze data from multiple sources including claims, provider, member, and encounters data
• Identify and assess the business impact of trends
• Develop, maintain, and troubleshoot complex scripts and reports developed using SQL, Microsoft Excel, or other analytics tools
• Contribute to the planning and execution of large-scale projects with limited direction from leadership
• Assist in the design, testing, and implementation of process enhancements and identify opportunities for automation
• Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and/or customers
• Manage multiple, variable tasks and data review processes with limited supervision within targeted timelines and thrive in a demanding, quickly changing environment
• Demonstrate a sense of ownership over projects and ask probing questions to understand the business value of tasks
• Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how customers interact with analytic products
• Partner cross-functionally at all levels of the organization and effectively, both verbally and visually, communicate findings and insights to non-technical business partners
• Independently engage with customers and business partners to gather requirements and validate results
• Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when required
• Provide technical guidance to junior analysts • Bachelor’s degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance or related field or equivalent experience
• Master's degree preferred
• 4+ years of experience working with large databases, data verification, and data management or 2+ years of IT experience
• Healthcare analytics experience preferred
• Working knowledge of SQL/querying languages
• Preferred knowledge of programmatic coding languages such as Python and R
• Knowledge of statistical, analytical, or data mining techniques including basic data modeling, trend analysis, and root-cause analysis preferred
• Preferred knowledge of modern business intelligence and visualization tools including Microsoft Power BI
• Ability to write SQL queries from scratch is highly preferred
• Ability to optimize SQL queries is high is preferred
• Experience in emerging trend analysis is preferred
• Familiarity with claims payment is preferred
• Experience with report/dashboard development, data/report automation, self-service capabilities, data design and integration is preferred • competitive pay
• health insurance
• 401K and stock purchase plans
• tuition reimbursement
• paid time off plus holidays
• flexible approach to work with remote, hybrid, field or office work schedules"
Data Analytics Research Intern - EUV Process Optimization,https://www.remoterocketship.com/company/softcomsystems/jobs/data-analytics-research-intern-euv-process-optimization-united-states,"• Natcast is a non-profit entity created to operate the National Semiconductor Technology Center (NSTC) consortium.
• Opportunity to help extend America’s leadership in semiconductor technology.
• Analyze advanced EUV lithography data.
• Extract meaningful patterns from complex datasets.
• Conduct statistical analysis and collaborate with researchers.
• Internship to contribute to cutting-edge research in EUV lithography. • Strong background in data analytics and statistical analysis
• Experience with scientific computing (Python, MATLAB)
• Understanding of semiconductor processing
• Excellence in experimental design
• Strong technical writing and presentation skills
• Ability to work independently on research projects"
Senior Data Analyst - Remote,https://www.remoterocketship.com/company/simpleclub-3/jobs/senior-data-analyst-remote-germany,"• Als Senior Data Analyst bei simpleclub wirst du unser Data-Champion!
• In dieser Individual-Contributor Rolle hilfst du dabei, datenbasierte Entscheidungen in allen Bereichen zu treffen.
• Du berätst zu den richtigen KPIs & Reportings.
• Du treibst datenbasierte Entscheidungen voran, indem du die BigQuery-Infrastruktur verwaltest und pflegst.
• Du automatisierst bestehende Reportings, migrierst Daten ins Data Warehouse.
• Du entwickelst und setzt klare Data-Governance-Praktiken durch.
• Du baust skalierbare Datenmodelle, die leicht zu nutzen sind.
• Mit Tableau und andere BI-Tools, erstellst du Dashboards.
• Du arbeitest eng mit Leadership, Finance, Sales, Marketing & Product zusammen.
• Du automatisierst Datenextraktion, Transformation & Reporting.
• Deine ETL/ELT-Pipelines sorgen dafür, dass alle Daten sauber integriert & transformiert werden.
• Als Internal Thought Leader für Data Strategy stellst du sicher, dass simpleclub immer state-of-the-art bleibt. • Du kennst End-to-End-Datenarchitekturen und hast Erfahrung mit Data Warehousing, Pipeline-Automation & Analytics.
• SQL & BigQuery sind dein Zuhause!
• Komplexe Abfragen? Kein Problem!
• Du baust skalierbare Data-Warehouse-Lösungen mit links.
• ETL/ELT-Tools (z. B. Fivetran) nutzt du, um Daten effizient zu verarbeiten & Automatisierung auf das nächste Level zu bringen.
• Experte in Data-Visualisierung: Mit Tableau & anderen BI-Tools, erstellst du Dashboards, die Insights liefern und Impact haben.
• Python oder R: Du nutzt sie für smarte Datenanalysen & Automatisierung.
• Data Governance & Security sind dir wichtig!
• Du kennst dich mit Datenklassifizierung, Maskierung & Verschlüsselung aus.
• Statistik ist dein Ding.
• Du nutzt Kohortenanalysen & Co., um aus Daten handfeste Learnings zu ziehen.
• Projekt- & Stakeholder-Management: Du kannst dich selbst organisieren, mehrere Projekte parallel managen und mit Teams auf Augenhöhe arbeiten.
• Du kannst Daten verständlich erklären. Auch Nicht-Techies verstehen dank dir, was die Zahlen sagen. • Unbegrenzt bezahlter Urlaub
• Arbeite, von wo du willst
• Team-Events
• Eine großartige Company Culture
• Eine sinnvolle Mission
• Offene Kommunikation"
Senior Growth Data Analyst,https://www.remoterocketship.com/company/printful/jobs/senior-growth-data-analyst-latvia,"• Data Analysis & Insight Generation: Conduct deep-dive analysis of various growth initiatives, including influencer marketing performance, Google Ads optimization, and new market penetration strategies. Your insights will guide strategic decisions and identify profitable opportunities for expansion.
• Experimentation & Optimisation: Design, implement, and analyse growth experiments with a focus on increasing activations, improving retention, and reducing costs. Your work will directly influence our ability to scale effectively and efficiently.
• Reporting & Dashboard Development: Take charge of automating and maintaining comprehensive reporting systems using Looker, Python, and our Data Warehouse. Your reports will enable real-time decision-making and provide actionable insights to key stakeholders.
• Budget Optimisation: Collaborate with the marketing team to refine our acquisition budget allocation, ensuring maximum ROI across all our marketing channels, and particularly in influencer collaborations and paid advertising. • Analytical Acumen : Strong business understanding with the ability to analyse complex datasets and derive actionable insights. A background in STEM and proficiency in Looker, SQL, and preferably Python is highly beneficial.
• Experience: At least 3 years of relevant experience in e-commerce or a related field, with a proven track record of driving growth through data analysis and experimentation.
• Problem-Solving Skills: Exceptional ability to tackle complex challenges, propose innovative solutions, and drive projects to completion.
• Communication: Excellent communication skills, capable of conveying complex ideas clearly and engaging with non-technical stakeholders across different levels of the organisation. • All the resources and tools to perform your tasks (choose between Mac or Windows).
• An opportunity to work remotely or in a modern and welcoming office in Rīga.
• Flexible working hours (start your day as late as 11 a.m.).
• Health insurance, including a mental wellness program.
• Employee discounts for 300+ premium products.
• Room for professional growth (conferences, workshops, mentoring, guest lectures).
• Exciting team-building events and parties you’ll never forget!"
Data Analyst,https://www.remoterocketship.com/company/autodesk/jobs/data-analyst-united-states,"• Develop & Sustain Data Strategy
• Prioritize & Implement Insight Projects
• Drive Automation & Efficiency
• Curate Business Health Insights
• Develop Visualizations & Dashboards
• Collaborate & Problem-Solve
• Technical Strategy & Execution • Proven expertise in technical data strategy
• Extensive experience in data strategy, analytics, or business intelligence
• Strong proficiency in data visualization tools
• Advanced SQL experience
• Experience implementing automated reporting and analytics
• Ability to synthesize complex data from multiple sources • Salary transparency
• Annual cash bonuses
• Commissions for sales roles
• Stock grants
• Comprehensive benefits package"
VP - Data Analytics & Automation,https://www.remoterocketship.com/company/playershealth/jobs/vp-data-analytics-automation-united-states,"• Candidates will come with 10+ years of overall business management experience in a global organization with a focus on data, analytics, and automation.
• The Data & Automation Vice President will lead, build and develop a core team as well as oversee our governance and standards, data management, quality measures, data science discipline, and automation teams.
• This person will interact with a wide variety of diverse individuals, including business stakeholders, IT leadership teams across the Players Health ecosystem.
• Players Health offers competitive compensation and a comprehensive benefits package, including Medical, Dental, Vision, STD, LTD and 401K.
• You will join an organization going through significant growth as well as digital transformation.
• Instill a mindset of ownership and accountability with all managers and team members, providing a “playbook” for best practices – defining expectations to meet the vision and strategy for growth.
• Lead the discovery phase and analyze the current state of systems and data architecture (Platform Assessment) of PlayersHealth.
• Develop and define the data solution architecture strategy (Modernization utilizing Aws, Azure Data Lake, Snowflake) aligned with the PH business objectives.
• Anchor technical discussions with senior client stakeholders on data strategy, data ingestion, transformation, data integration, data taxonomy, semantic layer, virtualization, reporting, data quality, and data governance.
• Lead and mentor a team of Data Engineers, Data Analysts, and Data Validation Engineers to deliver the data portion of the engagement.
• Redesign data flows to make the current Data Warehouse and Datastore the authorized redistributor of data, replacing the direct data transfer design to the existing system.
• Establish data governance practices to ensure compliance with regulatory requirements and insurance industry standards.
• Build dashboards to evaluate and quickly respond to data trends and better analyze critical KPI performance at Players Health.
• Champion the evolution towards a data-driven culture that promotes data sharing, governance, and hygiene while bringing expertise to data security, risk, and compliance.
• Communicate the data story to stakeholders throughout the business and our external partners; find opportunities to improve customer experience, increase revenue, or decrease costs.
• Advise the business leadership team on analytics value opportunities on an ongoing basis and translate business problems into specific analytics and technology-enabled solutions.
• Develop standards and processes for analytics solution development and implementation across all critical functions of the company.
• Evangelize the latest data science, analytics, and automation trends and their impact on business strategies and operations.
• Be a catalyst for innovation, through the creation of an innovation charter, experimentation, building of prototypes, and delivery of advanced analytics.
• Define business goals, identify critical questions to answer through data, including the associated metrics and measurement to do so.
• Own the company message and be a role model of our core values.
• Set clear objectives and success measures for the organization, and provide periodic updates on the performance of the organization. • A bachelor’s or master’s degree in computer science, data science, information science or related field, or equivalent work experience
• 10+ years of leadership experience, with most of that experience aligned with Data Strategy and Data Management
• Solid experience with and understanding of SaaS, Information Automation, Customer Data, and integration of IT systems, including from M&A activity
• Five or more years of progressive leadership experience in leading successful cross-functional teams and enterprise-wide programs, operating and influencing effectively across the organization and within complex contexts
• Five or more years of hands-on experience working with various DBMS technologies like SQL, Cassandra, Postgress, Azure SQL etc.
• Excellent oral and written communication skills, including the ability to explain digital concepts and technologies to non-technical audiences, and business concepts to technologists
• Experience integrating complex, cross-department processes, and information strategies
• Experience with data analytics using the latest BI frameworks and appropriate data mining, machine learning and/or artificial intelligence techniques
• Broad experience in multiple competency areas of data and analytics delivery
• Excellent business acumen and interpersonal skills; able to work across business lines at a senior level to influence and effect change to achieve common goals
• A strong commitment to building a diverse and inclusive team culture
• The ability to describe business use cases/outcomes, data sources and management concepts, and analytical approaches/options
• The ability to translate among the languages used by executive, operational, IT and analytic stakeholders
• Proven ability to work ethically and with integrity
• Experience with platforms like Databricks and Spark is a plus • Medical
• Dental
• Vision
• STD
• LTD
• 401K"
HR Data Analytics Intern,https://www.remoterocketship.com/company/esvolta/jobs/hr-data-analytics-intern-united-states,"• Build an HR Data & Performance Insights Playbook.
• Audit and revise existing performance review templates and competency mappings.
• Define key HR metrics that align with business goals and investor expectations.
• Propose a scalable framework or dashboard for future data collection.
• Conduct research on current academic and industry trends in professional development and succession planning.
• Present recommendations and a final deliverable to HR leadership.
• Support the Recruitment & Talent Development Manager with applicant tracking system (JazzHR) data cleanup.
• Assist in scheduling and coordinating interviews.
• Help create compelling job post content for LinkedIn and other platforms. • Student pursuing a bachelor’s degree in human resources, business or a related field.
• Coursework in HR Analytics, Talent/Performance Management and Staffing preferred.
• Curious, proactive and organized.
• Strong communicator with excellent writing and research skills.
• Familiarity with Excel or HR systems is a plus. • Real-world project experience with executive visibility.
• Mentorship and collaboration with seasoned HR leaders.
• Exposure to modern HR tech tools (JazzHR, BambooHR, etc.).
• A final deliverable that’s both resume-worthy and company-impacting."
Data Analyst,https://www.remoterocketship.com/company/twilio/jobs/data-analyst-colombia,"• The position is needed to provide actionable insights into strategic operations initiatives through the application of expertise in quantitative analysis, technical systems, and leadership in analytics.
• Twilio’s Customer Experience Ops Customer Intelligence team is looking for a curious and action-oriented analyst with a passion for using data to influence decision making and deliver product insights.
• The ideal candidate is comfortable navigating complex problems, determining the right data to focus on, and able to derive insights and recommendations based on disparate data.
• This role interacts with stakeholders at all levels throughout the organization and helps inform product, compliance, and delivery strategy. • 3-5 years of professional experience performing quantitative analysis, building dashboards and reports, working with business partners to convert ambiguous, messy data into tangible and actionable results that influence product and business impacting decisions in a fast paced industry.
• Ability to think strategically and initiate, refine, and complete projects with minimal guidance in an often ambiguous environment.
• Excellent verbal and written communication skills.
• Proficient level experience writing, developing, and performing data deep dives and writing complex queries in SQL and SQL-like relational data languages
• Minimum 2 years Tableau experience developing and managing dashboards is required.
• Demonstrated ability in building reports, metrics, dashboards, etc. for analytics projects that often require data preparation processes such as data extraction, cleansing, mapping, loading and operationalizing workflows in production. • competitive pay
• generous time-off
• ample parental leave
• wellness leave
• healthcare
• retirement savings program
• and much more"
Data Analyst,https://www.remoterocketship.com/company/dataideology/jobs/data-analyst-united-states,"• Conduct in-depth analysis using the data warehouse to identify trends, patterns, and insights.
• Interpret complex data sets and communicate findings to both technical and non-technical stakeholders.
• Assist with ETL processes to extract, transform, and load data from various sources.
• Collaborate with IT teams to create seamless data integrations.
• Perform thorough data validation and testing to ensure the highest possible data quality.
• Clearly define and communicate when quality standards are not being met.
• Perform root cause analysis to identify the underlying or fundamental causes of an issue or problem.
• Work closely with cross-functional teams, including IT and business stakeholders, to align on goals and key deliverables.
• Accurately document data mappings and definitions. • Bachelor’s degree in healthcare or computer science related field preferred, but not necessary.
• 2+ years’ experience with any programming language (SQL, PLSQL, R, Python, etc)
• 2+ years’ experience in data analytics on any data warehouse (Oracle, SQL, Snowflake)
• Healthcare experience a plus
• Agile/SAFe experience a plus"
Data Analyst III,https://www.remoterocketship.com/company/centene/jobs/data-analyst-iii-united-states,"• Responsible for analytic data needs of the business unit
• Handle complex data projects and acts as a lead for other Data Analysts
• Provide advanced analytical support for business operations in areas such as: claims, provider data, member data, clinical data, HEDIS, pharmacy, external reporting
• Extract, load, model, and reconcile large amounts of data across multiple system platforms and sources
• Review data to determine operational impacts and needed actions; elevate issues, trends, areas for improvement and opportunities to management
• Develop reports and deliverables for management
• Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools
• Ensure compliance with federal and state deliverable reporting requirements by performing data quality audits and analysis
• Assist with training and mentoring other Data Analysts
• Performs other duties as assigned
• Complies with all policies and standards • Bachelor’s degree in related field or equivalent experience
• 4+ years of statistical analysis or data analysis experience
• Healthcare experience preferred
• Experience managing projects or heavy involvement in project implementation • competitive pay
• health insurance
• 401K and stock purchase plans
• tuition reimbursement
• paid time off plus holidays
• flexible approach to work with remote, hybrid, field or office work schedules"
"Manager, Data Analytics - Reporting, SQL, Power BI",https://www.remoterocketship.com/company/centene/jobs/manager-data-analytics-reporting-sql-power-bi-india,"• Oversee and ensure accurate, timely, and efficient reporting related to all core business functions
• Ensure the timeliness and accuracy of internal and external report deliverables
• Manage scheduled and adhoc reporting needs of the organization
• Execute and manage the completion of large reconciliation tasks
• Responsible for the quality and completeness of data in core systems by performing and overseeing the auditing of data
• Oversee large systems and data related projects
• Mentor and manage a team of data analysts of variable skill and practice levels
• Lead and execute complex data related analytical projects to drive business decisions and efficiencies • Bachelor’s degree in Business Administration, Computer Science or IT, related field or equivalent experience
• 4+ years of statistical analysis or data analysis experience
• Medicare and Medicaid managed care experience a plus
• Knowledge of various data mining, reporting, and reconciliation tools and methodologies
• Advanced systems and software knowledge in MS Access and Excel, SQL, Business Objects, and data warehousing
• Amysis experience preferred
• Experience working with diverse business groups within a matrix environment
• Project management experience preferred • competitive pay
• health insurance
• 401K and stock purchase plans
• tuition reimbursement
• paid time off plus holidays
• flexible approach to work with remote, hybrid, field or office work schedules"
"Manager, Data Analytics & Reporting",https://www.remoterocketship.com/company/centene/jobs/manager-data-analytics-reporting-united-states,"• Oversee and ensure accurate, timely, and efficient reporting related to all core business functions
• Ensure the timeliness and accuracy of internal and external report deliverables
• Manage scheduled and adhoc reporting needs of the organization
• Execute and manage the completion of large reconciliation tasks
• Responsible for the quality and completeness of data in core systems by performing and overseeing the auditing of data
• Oversee large systems and data related projects
• Mentor and manage a team of data analysts of variable skill and practice levels
• Lead and execute complex data related analytical projects to drive business decisions and efficiencies • Bachelor’s degree in Business Administration, Computer Science or IT, related field or equivalent experience.
• 4+ years of statistical analysis or data analysis experience.
• Medicare and Medicaid managed care experience a plus.
• Knowledge of various data mining, reporting, and reconciliation tools and methodologies.
• Advanced systems and software knowledge in MS Access and Excel, SQL, Business Objects, and data warehousing.
• Amysis experience preferred.
• Experience working with diverse business groups within a matrix environment.
• Project management experience preferred.
• Strong background and experience with hands on and managing team building
• Data visualization tools (great bonus if strong with PowerBI given that is the main tool we use in house).
• Experience working with large data sets and End to end data solutioning process with technical teams (e.g. bus/tech scoping, wireframing, technical dev/build, deployment of data visualization, and maintenance). • competitive pay
• health insurance
• 401K and stock purchase plans
• tuition reimbursement
• paid time off plus holidays
• flexible approach to work with remote, hybrid, field or office work schedules"
Data Analyst,https://www.remoterocketship.com/company/quid-solutions-2/jobs/data-analyst-mexico,"• Be part of a dynamic and innovative team where your skills will drive meaningful contributions to high-impact projects.
• Collaborate closely with talented Data Scientists and client teams to analyze, visualize, and interpret patterns, providing actionable insights that enhance operational and strategic outcomes in a fast-paced, rewarding environment.
• Support the aggregation and compilation of large datasets, validate data accuracy, and assist in creating insightful visualizations to enable impactful, data-driven decision-making. • Experiencia comprobada en análisis de datos, incluyendo limpieza y agregación de datos.
• Fuerte dominio en Excel, incluyendo funciones avanzadas para manipulación de datos.
• Experiencia en SQL para consultar, gestionar y optimizar conjuntos de datos.
• Familiaridad con Tableau o herramientas similares para crear visualizaciones dinámicas y paneles de control.
• Fluidez en inglés para comunicarse efectivamente con equipos y partes interesadas.
• Capacidad para validar y asegurar la calidad de los datos procesados por equipos offshore.
• Preferencias 
• Experiencia previa colaborando con Científicos de Datos en pruebas de hipótesis y reconocimiento de patrones.
• Capacidad para crear paneles de control que presenten de manera efectiva información clave a audiencias no técnicas.
• Fuertes habilidades de resolución de problemas y atención al detalle en la verificación y visualización de datos.
• Familiaridad con el apoyo a equipos interfuncionales en iniciativas impulsadas por datos. • Aguinaldo y vacaciones : Por ley.
• Vales de Despensa
• Seguro de Vida
• Seguro Mayor Médico : Cobertura individual"
Data Analyst,https://www.remoterocketship.com/company/navaide/jobs/data-analyst-united-states,"• Analyze, interpret, and present large datasets to support decision-making for internal teams and clients.
• Collaborate with cross-functional teams to define business requirements and develop data models to meet project goals.
• Ensure data quality, accuracy, and integrity across all data systems and reports.
• Use data visualization tools to create clear, actionable reports and dashboards that communicate key trends and insights.
• Support the automation of data workflows and processes to improve efficiency and accuracy in data management.
• Conduct thorough data analysis to identify patterns, trends, and anomalies that impact business outcomes.
• Provide training and guidance to team members on data analytics tools, techniques, and best practices.
• Stay current with emerging trends in data analytics, AI, and automation technologies to apply innovative solutions. • Five plus years of experience in data analysis, preferably within consulting or DOD.
• Strong proficiency with data analysis and visualization tools such as SQL, Excel, Tableau, Power BI, or similar.
• Proven ability to work with large, complex datasets and derive actionable insights.
• Strong analytical and problem-solving skills with attention to detail.
• Experience with data modeling and database management.
• Excellent communication skills, with the ability to present technical findings to non-technical stakeholders.
• Familiarity with Python, R, or other programming languages for data analysis is a plus."
Data Analytics and Visualization,https://www.remoterocketship.com/company/https-7/jobs/data-analytics-and-visualization-canada,"• Understands and articulates the business case of business questions and the estimated value being delivered.
• Designs dashboards and analyses to be performed, and appropriate visualization and analytics tools to use.
• Identifies trends and patterns to address identified business questions and provide insights through reporting and data visualization techniques.
• Works with other data and analytics professionals to optimize, update, refine, automate and scale analysis into repeatable analytics solutions and decision support tools.
• Builds various reporting dashboards using the most appropriate data extraction, data cleaning and data visualization techniques.
• Provides value through insights, reporting and data visualization techniques.
• Selects, configures and implements analytics solutions for consistency and repeatability.
• Researches and applies continuous improvement in data visualization by identifying trends and patterns to transform raw data into actionable business insights.
• Works with different teams, management and stakeholders to enhance the usability and aesthetic appeal of solutions deployed in the organization.
• Translates business needs to technical specifications and evaluates existing data visualization systems in order to improve them.
• Develops data visualizations of ""large"" amounts of data that facilitate the intuitive presentation of data to decision makers.
• Documents data flow, systems and processes to improve the design, implementation and management of business/group processes.
• Develops tools and delivers training programs for use of reporting tools and self-serve analytics by non-analytical end users; may include delivery of training to audiences.
• Focus is primarily on business/group within BMO; may have broader, enterprise-wide focus.
• Exercises judgment to identify, diagnose, and solve problems within given rules.
• Works independently on a range of complex tasks, which may include unique situations. 
• Broader work or accountabilities may be assigned as needed. • Foundational level of proficiency: Technical design optimization.
• Decision Making.
• Systems Thinking.
• Data visualization.
• Data storytelling.
• Data mining.
• Illustration.
• Creative thinking.
• Problem Solving.
• Intermediate level of proficiency: Insights design.
• Insights development and reporting.
• Verbal & written communication skills.
• Collaboration & team skills.
• Analytical and problem solving skills.
• Data driven decision making.
• Typically between 4 - 6 years of relevant experience and post-secondary degree in related field of study or an equivalent combination of education and experience.
• Technical proficiency gained through education and/or business experience. • health insurance
• tuition reimbursement
• accident and life insurance
• retirement savings plans"
Data Analyst,https://www.remoterocketship.com/company/corrohealth/jobs/data-analyst-united-states,"• The Data Analyst will help increase a hospital’s bottom line by analyzing large volumes of hospital claim data for payment accuracy and assisting with data ingestion.
• Analysts are challenged to constantly improve the team’s ability to identify and capture revenue opportunities in a more efficient manner for hospitals.
• Collaborate to analyze, develop, and produce meaningful data using MySQL, Alteryx, Excel, Access and some VBA/Python programming languages.
• Extract, clean, and validate data from new and existing clients.
• Develop, troubleshoot, and configure tools and workflows to facilitate analysis of revenue cycle data.
• Provide support, optimization, and maintenance of internal applications and technical tools.
• Proactively look for solutions and enhancements to internal technical processes.
• Communicate issues when they arise, present solutions to the challenges, and update documentation records.
• Validate, analyze, and provide reporting for internally and externally generated data.
• Contribute to a culture that values knowledge sharing, learning/improving, best practices, quality results, client services, and team efforts.
• Experience with MS Office 365 Suite - will use on a day-to-day basis. • Must have BA degree or work experience equivalent
• Experience working in Healthcare Revenue Cycle
• Data visualizations: Prior use of Qlik and/or Tableau
• Advanced working knowledge of Excel with the ability to create workbooks, pivot tables, VLOOKUP, graphs, macros, VBA
• Experience with data in
• Familiarity with a programming language (MySQL/Python preferred)
• Experience with Alteryx or other similar tools
• Aptitude for researching and troubleshooting
• Ability to work both independently and in a team environment and interact with internal/external customers
• Ability to translate technical requirements/language for a non-technical audience"
Senior Risk Adjustment Data Analyst,https://www.remoterocketship.com/company/thealliance-health-2/jobs/senior-risk-adjustment-data-analyst-united-states,"• Reporting to the Risk Adjustment Director, this position will perform complex analytical data mining and reporting in support of the Risk Adjustment Department.
• You will also lead initiatives, provide program support, and perform project management related to data gathering and analysis as well as act as a subject matter expert and resource regarding risk adjustment data.
• Risk Adjustment is a growing, specialized team that plays a critical role in ensuring accurate coding, appropriate reimbursement and data-driven insights that support the broader organizational goals of our health plan.
• Our team collaborates closely with internal and external partners to optimize risk adjustment performance across our future Medicare and current Medi-Cal programs.
• We are passionate about using data to improve our members' health outcomes, support the success of our provider partners, and ensure regulatory alignment. • Well versed in risk adjustment methodologies, particularly within the Medicare space
• Familiarity with risk adjustment models and their impact on plan performance and payment
• Proficiency in SQL, and an ability to analyze and translate complex healthcare data into meaningful and actionable insights, in addition to general reporting
• Experience with data visualization tools to present insights clearly and effectively
• Self-directed and proactive, with the ability to manage priorities and drive projects forward
• Strong collaborator who can work effectively with organizational teams, including IT, finance, operations, clinical and compliance teams
• Medicaid/Medi-Cal experience a plus • Medical, Dental and Vision Plans
• Ample Paid Time Off
• 12 Paid Holidays per year
• 401(a) Retirement Plan
• 457 Deferred Compensation Plan
• Robust Health and Wellness Program
• Onsite EV Charging Stations"
Analytics Manager,https://www.remoterocketship.com/company/paytient/jobs/analytics-manager-united-states,"• As an Analytics Manager, you will work closely with Paytient’s data, product, engineering, and marketing teams to drive data disbursement and innovation.
• You will partner directly with the health plan and PBMs we serve to operationalize data strategy for the Medicare Prescription Payment Plan (M3P) in 2025 and beyond.
• The ideal candidate will be a motivated self-starter who thrives in a fast-paced environment and has previous experience in data analytics, data engineering, and data product management, along with a proven track record of thriving in greenfield environments.
• Since its founding in 2018, Paytient has ensured access and affordability to healthcare. This role is crucial to Paytient's growth and ability to serve millions of Medicare beneficiaries through the M3P program.
• Our “remote with roots” model allows us to work where we thrive and gather as needed, often in our home office in Columbia, Missouri.
• This role can be performed anywhere in the continental U.S. except Montana.
• Lead a small full-stack analytics engineering team - we use dbt, Python, SQL, and Looker to transform raw data from application databases, public datasets, and other platforms into actionable reports and datasets for clients and cross-functional teams.
• Collaborate with our health plan clients and cross-functional teams to define project requirements and priorities.
• Drive best practices in analytics engineering to maintain consistent delivery, high-quality reports, and scalable solutions.
• Recruit and onboard new team members, fostering their growth and development. • Healthcare industry experience, bonus points for working directly with health plans and PBMs
• 5+ years of experience in data analytics, engineering, or related fields, with 2+ years of experience in a leadership role
• Expertise in Python, dbt, and SQL - we use BigQuery as our data warehouse
• Professional experience with Looker
• Familiarity with AWS and/or GCP
• Knowledge of the analytics engineering development process (modeling, change management, and other best practices)
• Strong written and verbal communication skills to effectively relate data to colleagues and partners
• Excellent critical thinking skills to help solve business problems and make decisions • Medical, dental and vision insurance
• $4,300 annual HSA contribution
• Paytient Health Payment Account (HPA)
• Monthly lifestyle spending stipend
• 33 days of annual PTO
• 401k plan access with a 4% employer match
• Up to 16 weeks of fully-paid parental leave
• Stock options in Paytient
• ...and more!"
Data Analyst,https://www.remoterocketship.com/company/valerahealth/jobs/data-analyst-united-states,"Work with large data sets and build metrics to provide meaningful insights to leadership around Clinical Outcomes, Revenue Cycle Management, Finance, Business Development, and Marketing.
Identify key insights to leverage claims and other business measure data further.
Build and maintain internal-facing, self-service dashboards to support day-to-day decisions for department leads.
Develop end-to-end processes around the collection, integration, and reporting of data from new and existing vendors and partnerships.
Partner with department leads to understand and improve current clinical and operational practices and workflows.
Communicate technical information in an accessible executive and partner-facing manner in both verbal presentations to an organization’s leadership to communicate key findings and updates on business process adjustments.
Perform technical tasks such as creating business requirements documents, user training manuals and guides, and requirements traceability.
Conduct in-depth data analysis using SQL, AWS tools, Python, and spreadsheets.
Periodically review the progress of any recommended and implemented changes to see if they’re still on track, and repeat the above steps as needed to ensure continuous improvement.
Ad hoc projects as requested by the manager. Bachelor in Computer Science, Finance, or a related field
1-3 years of Analytics experience at a technology-focused organization, high-growth startup, healthcare company, or similar background
Hands-on experience working with non-technical end-business users, not limited to crafting requirements, designing dashboards, and communicating technical terms and limitations
Advanced in SQL (AWS Athena, Presto, PostgreSQL, or other SQL)
Python experience, specifically relating to external API integrations and simple data processing using AWS Lambda or other serverless cloud platforms
Proficient in Excel (data manipulation, VLOOKUP, index match)
Experience building impactful BI dashboards (Quicksight, Tableau, Looker, Excel, etc.)
Experience working in full end-to-end analytics cycle - data management, cleaning/processing, analysis, visualization Health, Vision & Dental Insurance
401k through the Standard
Paid Time Off
Short Term Disability
Life Insurance
Office Equipment
Many more"
